0.08,15,20.95,0.011,60.861
0.45,15,20.95,-0.0,60.374
0.81,15,20.95,-0.007,61.348
1.18,15,20.95,-0.004,60.374
1.55,15,20.95,-0.004,59.887
1.92,15,20.95,-0.011,60.374
2.28,15,20.95,-0.007,59.887
2.65,15,20.95,0.004,60.374
3.02,15,20.95,0.004,60.374
3.39,15,20.95,-0.004,60.374
3.76,15,20.95,-0.007,59.887
4.12,15,20.95,-0.004,60.374
4.49,15,20.95,-0.004,60.861
4.86,15,20.95,-0.007,60.374
5.23,15,20.95,-0.007,59.4
5.59,15,20.95,-0.004,61.348
5.96,15,20.95,0.0,60.374
6.33,15,20.95,-0.0,60.374
6.7,15,20.95,-0.011,60.374
7.07,15,20.95,-0.0,59.887
7.43,15,20.95,-0.004,59.887
7.8,15,20.95,-0.0,60.861
8.17,15,20.95,-0.0,59.4
8.54,15,20.95,-0.007,60.861
8.91,15,20.95,-0.004,60.861
9.27,15,20.95,0.004,60.861
9.64,15,20.95,-0.004,59.887
10.01,15,20.95,-0.0,59.887
10.38,15,20.95,0.004,59.887
10.75,15,20.95,-0.0,60.374
11.11,15,20.95,-0.004,59.4
11.48,15,20.95,-0.004,60.374
11.85,15,20.95,-0.004,60.374
12.22,14,20.95,-0.007,60.861
12.58,15,20.95,-0.0,59.887
12.95,15,20.95,-0.0,60.861
13.32,15,20.95,-0.004,60.861
13.69,15,20.95,0.0,60.374
14.05,15,20.95,0.0,60.374
14.42,15,20.95,-0.015,60.374
14.79,15,20.95,-0.004,60.374
15.16,15,20.95,-0.0,61.348
15.53,14,20.95,-0.007,60.374
15.89,14,20.95,-0.0,59.4
16.26,15,20.95,0.0,60.861
16.63,15,20.95,-0.004,60.861
17.0,14,20.95,-0.0,59.887
17.36,15,20.95,-0.004,59.887
17.73,14,20.95,-0.007,59.887
18.1,14,20.95,-0.007,59.887
18.47,14,20.95,-0.004,60.374
18.83,14,20.95,-0.004,60.374
19.2,14,20.95,-0.011,61.348
19.57,14,20.95,-0.015,60.861
19.94,14,20.95,-0.004,60.374
20.3,14,20.95,-0.004,60.861
20.67,14,20.95,-0.004,60.374
21.04,14,20.95,0.0,60.374
21.41,14,20.95,-0.0,60.374
21.77,15,20.95,0.191,59.4
22.14,16,20.95,0.143,60.861
22.51,17,20.95,0.154,59.887
22.88,19,20.95,2.544,60.861
23.24,24,20.95,0.353,59.887
23.61,26,20.95,0.191,60.374
23.98,28,20.95,1.467,60.374
24.35,34,20.95,0.092,59.887
24.71,43,20.95,0.404,60.374
25.08,46,20.95,0.801,60.374
25.45,50,20.95,0.044,60.861
25.82,50,20.95,1.246,60.861
26.18,51,20.95,0.129,59.4
26.55,68,20.95,0.838,60.861
26.92,73,20.95,0.496,60.861
27.29,86,20.95,0.21,60.374
27.65,86,20.95,0.011,59.887
28.02,83,20.95,0.033,59.4
28.39,80,20.95,0.085,60.374
28.76,78,20.95,0.062,60.374
29.12,76,20.95,0.026,60.374
29.49,73,20.95,0.015,60.374
29.86,71,20.95,0.026,59.4
30.23,69,20.95,0.007,60.374
30.59,68,20.95,0.004,59.887
30.96,66,20.95,0.0,59.4
31.33,64,20.95,0.007,60.861
31.7,63,20.95,0.0,59.887
32.06,62,20.95,0.004,59.4
32.43,60,20.95,-0.0,61.348
32.8,59,20.95,-0.0,61.348
33.17,58,20.95,0.007,59.887
33.53,58,20.95,0.004,59.887
33.9,56,20.95,-0.0,60.374
34.27,56,20.95,-0.004,59.887
34.64,55,20.95,0.0,59.887
35.0,54,20.95,0.004,60.374
35.37,54,20.95,0.018,60.374
35.74,52,20.95,0.007,60.374
36.11,52,20.95,0.015,59.887
36.47,51,20.95,0.0,59.4
36.84,50,20.95,0.007,59.887
37.21,49,20.95,0.004,60.374
37.58,48,20.95,0.0,60.374
37.94,48,20.95,0.004,59.887
38.31,48,20.95,0.004,60.861
38.68,46,20.95,0.004,60.374
39.05,46,20.95,0.0,61.348
39.41,45,20.95,0.004,60.861
39.78,44,20.95,0.015,58.913
40.15,44,20.95,0.004,60.374
40.52,43,20.95,0.011,59.887
40.88,43,20.95,0.0,59.887
41.25,42,20.95,0.007,59.887
41.62,42,20.95,0.0,60.861
41.99,41,20.95,0.015,60.374
42.35,41,20.95,0.007,59.4
42.72,40,20.95,0.004,59.4
43.09,40,20.95,0.011,59.887
43.46,39,20.95,0.007,61.348
43.82,38,20.95,0.011,59.887
44.19,38,20.95,0.007,60.861
44.56,38,20.95,0.0,60.861
44.92,37,20.95,0.004,59.887
45.29,37,20.95,0.004,61.348
45.66,36,20.95,0.015,61.348
46.03,36,20.95,-0.004,61.348
46.39,36,20.95,-0.004,61.348
46.76,35,20.95,-0.0,60.374
47.13,35,20.95,0.007,59.887
47.5,34,20.95,0.004,59.887
47.86,34,20.95,0.011,60.374
48.23,34,20.95,0.007,58.913
48.6,34,20.95,0.0,60.374
48.97,33,20.95,0.007,60.861
49.33,33,20.95,0.022,60.374
49.7,32,20.95,0.007,60.374
50.07,32,20.95,0.007,60.861
50.44,32,20.95,0.004,60.861
50.8,31,20.95,0.011,60.374
51.17,31,20.95,0.004,60.374
51.54,31,20.95,0.007,59.887
51.9,30,20.95,0.015,59.4
52.27,30,20.95,-0.004,60.374
52.64,30,20.95,0.007,60.374
53.01,30,20.95,-0.0,60.861
53.37,29,20.95,0.0,60.374
53.74,29,20.95,0.007,60.374
54.11,28,20.95,0.004,60.374
54.48,28,20.95,0.004,60.374
54.84,28,20.95,0.004,59.887
55.21,28,20.95,-0.0,60.861
55.58,28,20.95,-0.0,60.861
55.95,28,20.95,0.004,60.374
56.31,27,20.95,0.0,60.861
56.68,27,20.95,0.004,60.374
57.05,27,20.95,0.004,59.887
57.42,27,20.95,0.007,59.4
57.78,26,20.95,0.004,58.913
58.15,26,20.95,0.011,60.861
58.52,26,20.95,-0.004,59.887
58.89,26,20.95,0.011,60.374
59.25,26,20.95,0.004,60.374
59.62,26,20.95,0.011,59.4
59.99,25,20.95,0.007,59.887
60.36,25,20.95,0.007,60.374
60.72,25,20.95,0.011,60.374
61.09,25,20.95,0.011,60.861
61.46,25,20.95,0.007,59.4
61.82,24,20.95,0.004,60.374
62.19,24,20.95,0.007,60.861
62.56,24,20.95,0.0,60.861
62.93,24,20.95,0.004,60.374
63.29,24,20.95,0.0,61.348
63.66,24,20.95,0.004,60.861
64.03,24,20.95,0.004,61.348
64.4,24,20.95,0.0,59.887
64.76,24,20.95,0.0,61.348
65.13,24,20.95,0.007,60.374
65.5,24,20.95,-0.004,60.861
65.87,23,20.95,0.004,60.374
66.23,23,20.95,0.0,59.887
66.6,23,20.95,0.004,59.887
66.97,23,20.95,-0.0,60.861
67.34,23,20.95,0.011,59.887
67.7,23,20.95,0.004,60.374
68.07,23,20.95,0.0,61.348
68.44,23,20.95,0.004,60.374
68.81,22,20.95,0.007,61.835
69.17,22,20.95,0.007,61.348
69.54,22,20.95,0.011,60.861
69.91,22,20.95,0.011,60.861
70.28,22,20.95,0.007,60.374
70.64,22,20.95,0.007,60.861
71.01,22,20.95,0.0,60.374
71.38,22,20.95,0.004,60.374
71.75,22,20.95,-0.007,60.861
72.11,21,20.95,0.007,59.887
72.48,22,20.95,0.004,61.348
72.85,22,20.95,-0.0,59.887
73.22,22,20.95,0.011,60.374
73.58,22,20.95,0.004,60.374
73.95,21,20.95,0.015,61.348
74.32,21,20.95,0.0,59.887
74.69,21,20.95,0.007,60.374
75.05,21,20.95,-0.004,60.861
75.42,21,20.95,0.004,60.374
75.79,21,20.95,0.011,60.374
76.16,21,20.95,-0.0,59.4
76.53,21,20.95,0.0,61.348
76.89,21,20.95,-0.0,60.861
